"Rk","player_name","Nation","Pos","Squad","Age","Born","MP_Playing Time","Starts_Playing Time","Min_Playing Time","Mins_Per_90_Playing Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per 90 Minutes","Ast_Per 90 Minutes","G+A_Per 90 Minutes","G_minus_PK_Per 90 Minutes","G+A_minus_PK_Per 90 Minutes","xG_Per 90 Minutes","xAG_Per 90 Minutes","xG+xAG_Per 90 Minutes","npxG_Per 90 Minutes","npxG+xAG_Per 90 Minutes","market_value_euro"
207,"Niall Huggins","wls WAL","DF","Leeds United",19,2000,1,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA
208,"Pierre Højbjerg","dk DEN","MF","Tottenham",24,1995,38,38,3420,38,2,4,6,2,0,0,9,0,1.1,1.1,1.6,2.7,36,218,26,0.05,0.11,0.16,0.05,0.16,0.03,0.04,0.07,0.03,0.07,NA
209,"Odion Ighalo","ng NGA","FW","Manchester Utd",31,1989,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
210,"Kelechi Iheanacho","ng NGA","FW","Leicester City",23,1996,25,16,1459,16.2,12,2,14,12,0,1,1,0,8.2,7.4,3.7,11.1,31,41,124,0.74,0.12,0.86,0.74,0.86,0.51,0.23,0.74,0.46,0.69,2e+07
211,"Danny Ings","eng ENG","FW","Southampton",28,1992,29,26,2173,24.1,12,4,16,10,2,2,1,0,8.5,6.9,2.1,9.1,37,52,134,0.5,0.17,0.66,0.41,0.58,0.35,0.09,0.44,0.29,0.38,2e+07
212,"Branislav Ivanović","rs SRB","DF","West Brom",36,1984,13,8,767,8.5,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,10,1,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,NA
213,"Alex Iwobi","ng NGA","FW,MF","Everton",24,1996,30,17,1542,17.1,1,2,3,1,0,0,0,0,0.9,0.9,1.9,2.8,72,65,99,0.06,0.12,0.18,0.06,0.18,0.05,0.11,0.16,0.05,0.16,1.8e+07
214,"José Izquierdo","co COL","DF","Brighton",28,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.24,0,0.24,0.24,0.24,NA
215,"Phil Jagielka","eng ENG","DF","Sheffield Utd",37,1982,10,6,526,5.8,0,0,0,0,0,0,1,1,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,NA
216,"Alireza Jahanbakhsh","ir IRN","FW,MF","Brighton",26,1993,21,6,528,5.9,0,1,1,0,0,0,3,0,1.5,1.5,3,4.5,18,28,53,0,0.17,0.17,0,0.17,0.26,0.51,0.77,0.26,0.77,NA
217,"Daniel James","wls WAL","FW","Manchester Utd",22,1997,15,11,910,10.1,3,1,4,3,0,0,3,0,2.2,2.2,0.9,3.1,36,32,84,0.3,0.1,0.4,0.3,0.4,0.22,0.09,0.31,0.22,0.31,1.8e+07
217,"Daniel James","wls WAL","FW","Manchester Utd",22,1997,15,11,910,10.1,3,1,4,3,0,0,3,0,2.2,2.2,0.9,3.1,36,32,84,0.3,0.1,0.4,0.3,0.4,0.22,0.09,0.31,0.22,0.31,1.8e+07
218,"Reece James","eng ENG","DF","Chelsea",20,1999,32,25,2373,26.4,1,2,3,1,0,0,3,0,1.6,1.6,3.5,5,80,128,204,0.04,0.08,0.11,0.04,0.11,0.06,0.13,0.19,0.06,0.19,6e+07
219,"Alexandre Jankewitz","ch SUI","MF","Southampton",18,2001,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA
220,"Daniel Jebbison","eng ENG","FW","Sheffield Utd",16,2003,4,3,284,3.2,1,0,1,1,0,0,0,0,1.1,1.1,0,1.2,2,1,6,0.32,0,0.32,0.32,0.32,0.36,0.01,0.37,0.36,0.37,NA
221,"Gabriel Jesus","br BRA","FW","Manchester City",23,1997,29,22,2063,22.9,9,4,13,9,0,0,2,0,8.7,8.7,2.7,11.4,54,41,202,0.39,0.17,0.57,0.39,0.57,0.38,0.12,0.5,0.38,0.5,5e+07
222,"Raúl Jiménez","mx MEX","FW","Wolves",29,1991,10,10,823,9.1,4,0,4,4,0,0,0,0,2.4,2.4,0.3,2.7,23,26,46,0.44,0,0.44,0.44,0.44,0.27,0.03,0.29,0.27,0.29,1.8e+07
223,"Joelinton","br BRA","FW,MF","Newcastle Utd",23,1996,31,23,1983,22,4,2,6,3,1,1,3,0,5.4,4.6,2.4,7.1,34,39,104,0.18,0.09,0.27,0.14,0.23,0.25,0.11,0.36,0.21,0.32,2e+07
224,"Ben Johnson","eng ENG","DF,FW","West Ham",20,2000,14,5,523,5.8,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,11,20,24,0.17,0,0.17,0.17,0.17,0.07,0.07,0.14,0.07,0.14,9e+06
225,"Sam Johnstone","eng ENG","GK","West Brom",27,1993,37,37,3330,37,0,1,1,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,0.03,0.03,0,0.03,0,0.01,0.01,0,0.01,NA
226,"Curtis Jones","eng ENG","MF","Liverpool",19,2001,24,13,1179,13.1,1,2,3,1,0,0,2,0,1.7,1.7,1.5,3.2,42,89,79,0.08,0.15,0.23,0.08,0.23,0.13,0.11,0.24,0.13,0.24,2.8e+07
227,"Jorginho","it ITA","MF","Chelsea",28,1991,28,23,2010,22.3,7,1,8,0,7,9,2,0,7.3,0.2,1.7,1.8,16,145,14,0.31,0.04,0.36,0,0.04,0.33,0.07,0.4,0.01,0.08,4e+07
228,"Willian José","br BRA","FW","Wolves",28,1991,17,12,1110,12.3,1,0,1,1,0,0,0,0,1.6,1.6,1.2,2.8,12,15,55,0.08,0,0.08,0.08,0.08,0.13,0.1,0.23,0.13,0.23,NA
229,"Diogo Jota","pt POR","FW","Liverpool",23,1996,19,12,1112,12.4,9,0,9,9,0,0,2,0,6.4,6.4,1.6,8,54,43,125,0.73,0,0.73,0.73,0.73,0.51,0.13,0.64,0.51,0.64,6e+07
230,"James Justin","eng ENG","DF","Leicester City",22,1998,23,23,2070,23,2,1,3,2,0,0,4,0,2.2,2.2,2,4.1,64,94,135,0.09,0.04,0.13,0.09,0.13,0.09,0.09,0.18,0.09,0.18,2.5e+07
231,"Ozan Kabak","tr TUR","DF","Liverpool",20,2000,9,9,801,8.9,0,0,0,0,0,0,3,0,0.1,0.1,0,0.2,3,20,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,1e+07
232,"Aboubakar Kamara","mr MTN","FW,MF","Fulham",25,1995,11,2,315,3.5,0,0,0,0,0,0,1,1,0.5,0.5,0.3,0.9,11,6,30,0,0,0,0,0,0.16,0.09,0.25,0.16,0.25,NA
233,"Harry Kane","eng ENG","FW","Tottenham",27,1993,35,35,3082,34.2,23,14,37,19,4,4,1,0,20.1,16.9,7.1,24,75,132,185,0.67,0.41,1.08,0.55,0.96,0.59,0.21,0.79,0.49,0.7,9e+07
234,"N'Golo Kanté","fr FRA","MF","Chelsea",29,1991,30,24,2146,23.8,0,2,2,0,0,0,7,0,0.6,0.6,1.3,1.9,38,116,39,0,0.08,0.08,0,0.08,0.02,0.05,0.08,0.02,0.08,4e+07
235,"Moise Kean","it ITA","FW,MF","Everton",20,2000,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0.28,0,0.28,0.28,0.28,2.4e+07
236,"Michael Keane","eng ENG","DF","Everton",27,1993,35,33,2991,33.2,3,1,4,3,0,0,4,0,1.5,1.5,1.1,2.6,14,78,3,0.09,0.03,0.12,0.09,0.12,0.05,0.03,0.08,0.05,0.08,2e+07
237,"Neeskens Kebano","cd COD","FW,MF","Fulham",28,1992,5,1,119,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,7,1,15,0,0,0,0,0,0.2,0.01,0.21,0.2,0.21,NA
238,"Naby Keïta","gn GUI","MF","Liverpool",25,1995,10,7,520,5.8,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1,18,33,19,0,0,0,0,0,0.07,0.11,0.18,0.07,0.18,2.5e+07
239,"Caoimhín Kelleher","ie IRL","GK","Liverpool",21,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e+06
240,"Martin Kelly","eng ENG","DF","Crystal Palace",30,1990,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06
241,"Jonjoe Kenny","eng ENG","DF","Everton",23,1997,4,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,4e+06
242,"Reda Khadra","de GER","MF","Brighton",19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA
243,"Max Kilman","eng ENG","DF","Wolves",23,1997,18,14,1310,14.6,0,1,1,0,0,0,4,0,0.8,0.8,0.5,1.3,11,46,2,0,0.07,0.07,0,0.07,0.05,0.04,0.09,0.05,0.09,NA
244,"Joshua King","no NOR","MF,FW","Everton",28,1992,11,0,148,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,9,5,20,0,0,0,0,0,0.37,0,0.37,0.37,0.37,8e+06
245,"Mateusz Klich","pl POL","MF","Leeds United",30,1990,35,28,2393,26.6,4,5,9,2,2,2,6,0,3,1.4,3.4,4.9,70,184,152,0.15,0.19,0.34,0.08,0.26,0.11,0.13,0.24,0.05,0.18,3e+06
246,"Robin Koch","de GER","DF,MF","Leeds United",24,1996,17,13,1132,12.6,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,8,49,3,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,1.6e+07
247,"Sead Kolašinac","ba BIH","DF","Arsenal",27,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,NA
248,"Terence Kongolo","nl NED","DF","Fulham",26,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,NA
249,"Ezri Konsa","eng ENG","DF","Aston Villa",22,1997,36,35,3196,35.5,2,0,2,2,0,0,3,0,2.4,2.4,0.1,2.5,3,32,5,0.06,0,0.06,0.06,0.06,0.07,0,0.07,0.07,0.07,2.2e+07
250,"Cheikhou Kouyaté","sn SEN","DF","Crystal Palace",30,1989,36,35,3121,34.7,1,0,1,1,0,0,4,0,0.7,0.7,1,1.6,6,32,11,0.03,0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,4e+06
251,"Mateo Kovačić","hr CRO","MF","Chelsea",26,1994,27,21,1815,20.2,0,1,1,0,0,0,4,0,1,1,1.7,2.7,51,189,37,0,0.05,0.05,0,0.05,0.05,0.08,0.13,0.05,0.13,NA
252,"Emil Krafth","se SWE","DF","Newcastle Utd",25,1994,16,14,1288,14.3,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,12,28,25,0.07,0,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05,5e+06
253,"Filip Krovinović","hr CRO","MF","West Brom",24,1995,11,5,546,6.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,15,41,21,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,NA
254,"Alexandre Lacazette","fr FRA","FW","Arsenal",29,1991,31,22,1923,21.4,13,2,15,10,3,3,3,0,11.7,9.3,2.2,11.5,15,55,112,0.61,0.09,0.7,0.47,0.56,0.55,0.1,0.65,0.43,0.54,1.5e+07
255,"Adam Lallana","eng ENG","MF,FW","Brighton",32,1988,30,16,1596,17.7,1,1,2,1,0,0,0,0,1.6,1.6,2.6,4.2,33,109,77,0.06,0.06,0.11,0.06,0.11,0.09,0.14,0.23,0.09,0.23,2e+06
256,"Érik Lamela","ar ARG","FW,MF","Tottenham",28,1992,23,5,717,8,1,0,1,1,0,0,6,1,1.1,1.1,1,2.1,28,36,49,0.13,0,0.13,0.13,0.13,0.14,0.12,0.26,0.14,0.26,NA
257,"Tariq Lamptey","gh GHA","DF,MF","Brighton",19,2000,11,11,886,9.8,1,1,2,1,0,0,4,1,0.7,0.7,0.8,1.5,40,26,76,0.1,0.1,0.2,0.1,0.2,0.07,0.08,0.15,0.07,0.15,1.8e+07
258,"Manuel Lanzini","ar ARG","MF,FW","West Ham",27,1993,17,5,566,6.3,1,1,2,1,0,0,1,0,1,1,0.9,1.8,7,28,20,0.16,0.16,0.32,0.16,0.32,0.15,0.14,0.29,0.15,0.29,1.2e+07
259,"Aymeric Laporte","es ESP","DF","Manchester City",26,1994,16,14,1344,14.9,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.1,28,99,1,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,4.5e+07
260,"Jamaal Lascelles","eng ENG","DF","Newcastle Utd",26,1993,19,19,1625,18.1,2,0,2,2,0,0,4,0,1.3,1.3,0.1,1.4,4,22,2,0.11,0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,1e+07
261,"Maxime Le Marchand","fr FRA","DF","Fulham",30,1989,2,1,123,1.4,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,NA
262,"Mario Lemina","ga GAB","MF","Fulham",26,1993,28,19,1703,18.9,1,0,1,1,0,0,5,0,0.7,0.7,0.8,1.5,19,78,15,0.05,0,0.05,0.05,0.05,0.04,0.04,0.08,0.04,0.08,NA
263,"Bernd Leno","de GER","GK","Arsenal",28,1992,35,35,3131,34.8,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9e+06
264,"Khanya Leshabela","za RSA","MF","Leicester City",20,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,NA
265,"Jamal Lewis","nir NIR","DF","Newcastle Utd",22,1998,24,20,1837,20.4,0,1,1,0,0,0,4,0,0.1,0.1,1,1.1,27,41,56,0,0.05,0.05,0,0.05,0.01,0.05,0.06,0.01,0.06,1e+07
266,"Victor Lindelöf","se SWE","DF","Manchester Utd",26,1994,29,29,2585,28.7,1,1,2,1,0,0,0,0,0.6,0.6,0.3,0.9,18,92,2,0.03,0.03,0.07,0.03,0.07,0.02,0.01,0.03,0.02,0.03,2.2e+07
267,"Jesse Lingard","eng ENG","MF,FW","West Ham",27,1992,16,16,1421,15.8,9,4,13,8,1,2,3,0,4.5,2.8,2.1,5,59,75,84,0.57,0.25,0.82,0.51,0.76,0.29,0.13,0.42,0.18,0.31,1.8e+07
268,"Jake Livermore","eng ENG","MF","West Brom",30,1989,18,15,1242,13.8,0,0,0,0,0,0,2,1,0.3,0.3,0.2,0.5,0,26,6,0,0,0,0,0,0.02,0.01,0.04,0.02,0.04,NA
269,"Diego Llorente","es ESP","DF","Leeds United",26,1993,15,14,1204,13.4,1,0,1,1,0,0,1,0,0.8,0.8,0.5,1.3,7,26,1,0.07,0,0.07,0.07,0.07,0.06,0.04,0.1,0.06,0.1,1.8e+07
270,"Hugo Lloris","fr FRA","GK","Tottenham",33,1986,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e+06
271,"Giovani Lo Celso","ar ARG","MF","Tottenham",24,1996,18,11,945,10.5,1,1,2,1,0,0,5,0,1.4,1.4,1,2.4,21,71,34,0.1,0.1,0.19,0.1,0.19,0.14,0.09,0.23,0.14,0.23,2.2e+07
272,"Ruben Loftus-Cheek","eng ENG","FW","Chelsea",24,1996,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2e+07
273,"Ruben Loftus-Cheek","eng ENG","MF,FW","Fulham",24,1996,30,21,1909,21.2,1,0,1,1,0,0,3,0,3.4,3.4,1.2,4.6,57,82,97,0.05,0,0.05,0.05,0.05,0.16,0.06,0.22,0.16,0.22,2e+07
274,"Kevin Long","ie IRL","DF","Burnley",29,1990,8,7,637,7.1,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,0,15,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,1e+06
275,"Shane Long","ie IRL","FW","Southampton",33,1987,11,1,210,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,3,10,0,0,0,0,0,0.03,0,0.03,0.03,0.03,8e+05
276,"Matthew Longstaff","eng ENG","MF","Newcastle Utd",20,2000,5,4,377,4.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,6,2,0,0,0,0,0,0,0.04,0.04,0,0.04,NA
277,"Sean Longstaff","eng ENG","MF","Newcastle Utd",22,1997,22,15,1412,15.7,0,1,1,0,0,0,2,0,1.4,1.4,1,2.3,5,45,18,0,0.06,0.06,0,0.06,0.09,0.06,0.15,0.09,0.15,1.3e+07
278,"Ademola Lookman","ng NGA","FW,MF","Fulham",22,1997,34,31,2747,30.5,4,4,8,4,0,1,5,0,6.3,5.5,5.2,10.7,110,110,236,0.13,0.13,0.26,0.13,0.26,0.21,0.17,0.37,0.18,0.35,1e+07
279,"Max Lowe","eng ENG","DF","Sheffield Utd",23,1997,8,7,550,6.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,14,32,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,NA
280,"Matthew Lowton","eng ENG","DF","Burnley",31,1989,34,34,3060,34,1,1,2,1,0,0,5,0,0.8,0.8,3.1,3.9,49,127,59,0.03,0.03,0.06,0.03,0.06,0.02,0.09,0.12,0.02,0.12,1200000
281,"David Luiz","br BRA","DF","Arsenal",33,1987,20,17,1396,15.5,1,0,1,1,0,0,1,1,0.9,0.9,0.5,1.4,22,68,3,0.06,0,0.06,0.06,0.06,0.06,0.03,0.09,0.06,0.09,NA
282,"Douglas Luiz","br BRA","MF","Aston Villa",22,1998,33,32,2781,30.9,0,2,2,0,0,0,10,1,1.2,1.2,1.6,2.8,47,131,32,0,0.06,0.06,0,0.06,0.04,0.05,0.09,0.04,0.09,3.8e+07
283,"John Lundstram","eng ENG","MF","Sheffield Utd",26,1994,28,23,2032,22.6,0,2,2,0,0,1,8,1,1.9,1.1,1.3,2.4,35,78,73,0,0.09,0.09,0,0.09,0.08,0.06,0.14,0.05,0.11,NA
284,"Alexis Mac Allister","ar ARG","MF,FW","Brighton",21,1998,21,13,1115,12.4,1,1,2,1,0,0,1,0,1.3,1.3,1.5,2.7,15,48,55,0.08,0.08,0.16,0.08,0.16,0.1,0.12,0.22,0.1,0.22,1.6e+07
285,"James Maddison","eng ENG","MF","Leicester City",23,1996,31,24,2099,23.3,8,5,13,8,0,0,4,0,3.8,3.8,5.1,8.9,43,134,116,0.34,0.21,0.56,0.34,0.56,0.16,0.22,0.38,0.16,0.38,5e+07
286,"Gabriel Magalhães","br BRA","DF","Arsenal",22,1997,23,22,1996,22.2,2,0,2,2,0,0,4,1,1.3,1.3,0.1,1.4,18,80,8,0.09,0,0.09,0.09,0.09,0.06,0,0.06,0.06,0.06,3.8e+07
287,"Harry Maguire","eng ENG","DF","Manchester Utd",27,1993,34,34,3047,33.9,2,1,3,2,0,0,11,0,2.3,2.2,0.3,2.5,42,194,14,0.06,0.03,0.09,0.06,0.09,0.07,0.01,0.08,0.07,0.08,3.8e+07
288,"Riyad Mahrez","dz ALG","FW","Manchester City",29,1991,27,23,1949,21.7,9,6,15,9,0,0,0,0,4.7,4.7,5,9.7,88,88,247,0.42,0.28,0.69,0.42,0.69,0.22,0.23,0.45,0.22,0.45,3.5e+07
289,"Ainsley Maitland-Niles","eng ENG","MF,DF","Arsenal",22,1997,11,5,490,5.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,12,24,21,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,1e+07
290,"Ainsley Maitland-Niles","eng ENG","MF","West Brom",22,1997,15,14,1230,13.7,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.2,25,47,52,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,1e+07
291,"Josh Maja","ng NGA","FW","Fulham",21,1998,15,9,810,9,3,0,3,2,1,1,0,0,4.5,3.7,0.5,4.2,5,15,33,0.33,0,0.33,0.22,0.22,0.5,0.05,0.55,0.41,0.47,NA
292,"Sadio Mané","sn SEN","FW","Liverpool",28,1992,35,31,2810,31.2,11,7,18,11,0,0,3,0,14.1,14.1,7,21,142,112,366,0.35,0.22,0.58,0.35,0.58,0.45,0.22,0.67,0.45,0.67,7e+07
293,"Javier Manquillo","es ESP","DF","Newcastle Utd",26,1994,13,10,825,9.2,0,0,0,0,0,0,1,0,0,0,0.3,0.3,13,20,29,0,0,0,0,0,0,0.03,0.03,0,0.03,3e+06
294,"Fernando Marçal","br BRA","DF,MF","Wolves",31,1989,13,7,623,6.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,8,23,14,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,NA
295,"Solly March","eng ENG","DF,MF","Brighton",26,1994,21,19,1672,18.6,2,1,3,2,0,0,0,0,1.7,1.7,1.5,3.2,74,79,146,0.11,0.05,0.16,0.11,0.16,0.09,0.08,0.17,0.09,0.17,9e+06
296,"Pablo Marí","es ESP","DF","Arsenal",26,1993,10,10,900,10,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,4,21,0,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,5e+06
297,"Anthony Martial","fr FRA","FW","Manchester Utd",24,1995,22,17,1480,16.4,4,3,7,4,0,0,0,1,6.5,6.5,2,8.5,48,46,155,0.24,0.18,0.43,0.24,0.43,0.4,0.12,0.52,0.4,0.52,1.6e+07
298,"Gabriel Martinelli","br BRA","FW","Arsenal",19,2001,14,7,589,6.5,2,1,3,2,0,0,0,0,3.3,3.3,1.8,5.1,23,8,62,0.31,0.15,0.46,0.31,0.46,0.5,0.27,0.78,0.5,0.78,4e+07
299,"Emiliano Martínez","ar ARG","GK","Aston Villa",27,1992,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8e+07
300,"Arthur Masuaku","cd COD","DF,MF","West Ham",26,1993,12,12,1006,11.2,0,2,2,0,0,0,2,0,0.5,0.5,2.2,2.7,45,43,54,0,0.18,0.18,0,0.18,0.04,0.2,0.24,0.04,0.24,5e+06
301,"Juan Mata","es ESP","FW,MF","Manchester Utd",32,1988,9,6,509,5.7,1,2,3,0,1,1,0,0,1,0.2,0.8,1.1,13,23,32,0.18,0.35,0.53,0,0.35,0.18,0.15,0.33,0.04,0.19,2500000
302,"Jean-Philippe Mateta","fr FRA","FW","Crystal Palace",23,1997,7,2,221,2.5,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,2,3,11,0.41,0,0.41,0.41,0.41,0.13,0.01,0.14,0.13,0.14,1e+07
303,"Nemanja Matić","rs SRB","MF","Manchester Utd",31,1988,20,12,1106,12.3,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1,40,86,12,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,NA
304,"Joël Matip","cm CMR","DF","Liverpool",28,1991,10,9,691,7.7,1,2,3,1,0,0,2,0,0.8,0.8,0.9,1.7,6,28,1,0.13,0.26,0.39,0.13,0.39,0.1,0.11,0.22,0.1,0.22,NA
305,"Neal Maupay","fr FRA","FW,MF","Brighton",23,1996,33,29,2512,27.9,8,2,10,5,3,4,1,1,13.2,10.1,3.9,13.9,44,61,181,0.29,0.07,0.36,0.18,0.25,0.47,0.14,0.61,0.36,0.5,1.8e+07
306,"James McArthur","sct SCO","MF","Crystal Palace",32,1987,18,17,1466,16.3,0,2,2,0,0,0,3,0,0.3,0.3,1.2,1.5,15,80,29,0,0.12,0.12,0,0.12,0.02,0.07,0.09,0.02,0.09,1200000
307,"Oliver McBurnie","sct SCO","FW","Sheffield Utd",24,1996,23,12,1324,14.7,1,0,1,1,0,0,2,0,3.9,3.9,1.1,5,14,44,58,0.07,0,0.07,0.07,0.07,0.26,0.07,0.34,0.26,0.34,NA
308,"Alex McCarthy","eng ENG","GK","Southampton",30,1989,30,30,2700,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3e+06
309,"James McCarthy","ie IRL","MF","Crystal Palace",29,1990,16,10,821,9.1,0,0,0,0,0,0,1,0,0,0,0.3,0.3,1,28,4,0,0,0,0,0,0,0.03,0.04,0,0.04,NA
310,"John McGinn","sct SCO","MF","Aston Villa",25,1994,37,37,3330,37,3,5,8,3,0,0,12,0,2.5,2.5,3.6,6.1,33,221,79,0.08,0.14,0.22,0.08,0.22,0.07,0.1,0.17,0.07,0.17,3.2e+07
311,"David McGoldrick","ie IRL","FW,MF","Sheffield Utd",32,1987,35,28,2397,26.6,8,1,9,8,0,0,7,0,6.9,6.9,1.1,8,42,94,162,0.3,0.04,0.34,0.3,0.34,0.26,0.04,0.3,0.26,0.3,NA
312,"Dwight McNeil","eng ENG","MF","Burnley",20,1999,36,34,3069,34.1,2,5,7,2,0,0,1,0,1.1,1.1,6.2,7.2,102,101,102,0.06,0.15,0.21,0.06,0.21,0.03,0.18,0.21,0.03,0.21,1.8e+07
313,"Scott McTominay","sct SCO","MF","Manchester Utd",23,1996,32,24,2129,23.7,4,1,5,4,0,0,3,0,2.1,2.1,1.7,3.8,57,118,26,0.17,0.04,0.21,0.17,0.21,0.09,0.07,0.16,0.09,0.16,3.2e+07
314,"Ben Mee","eng ENG","DF","Burnley",30,1989,30,30,2693,29.9,2,0,2,2,0,0,3,0,2.3,2.3,0.3,2.6,0,54,3,0.07,0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,2500000
